,PredictionString,image_id
10,4 0.9520240426063538 200.9701385498047 321.1098937988281 654.5370483398438 480.1801452636719 4 0.7035374641418457 69.71564483642578 590.9660034179688 480.6295471191406 732.3015747070312 5 0.30003124333333336 123.649185 597.9656 454.5904 722.9099 ,test/0010.jpg
11,5 0.9980916976928711 808.6198120117188 263.7032165527344 1006.0292358398438 408.94677734375 5 0.9637595415115356 666.5568237304688 417.52520751953125 883.4746704101562 584.5623779296875 6 0.9612274765968323 3.545234441757202 158.84866333007812 534.3882446289062 612.877685546875 5 0.8816771507263184 700.0134887695312 323.7505187988281 919.8163452148438 496.0348815917969 6 0.8641043901443481 82.80589294433594 383.7319030761719 517.75830078125 625.1441040039062 5 0.8588050007820129 15.649465560913086 530.0162353515625 1004.2391967773438 1016.304931640625 5 0.7974644303321838 496.4667053222656 328.6910400390625 1020.8800659179688 717.5531005859375 5 0.7753381133079529 469.4548645019531 118.85050201416016 783.4089965820312 370.45660400390625 5 0.5228488445281982 609.6734619140625 289.90899658203125 773.5234375 505.6117858886719 5 0.46336281299591064 891.376220703125 438.02947998046875 1023.8943481445312 658.5447387695312 3 0.4544908106327057 612.5813598632812 298.1737365722656 771.8566284179688 491.33880615234375 5 0.4462231397628784 110.00528717041016 639.1144409179688 594.524169921875 827.749755859375 5 0.36856695016225177 59.5597038269043 366.2245178222656 793.534423828125 863.0756225585938 3 0.3648231824239095 701.8043823242188 317.3341369628906 916.302490234375 489.1734313964844 5 0.24237926666666665 683.1743 363.21234 902.67236 534.92596 5 0.21747138102849325 582.4892578125 367.8586730957031 898.6573486328125 625.1441040039062 0 0.19911088666666665 465.7887 110.79413 772.1128 338.64383 5 0.16557016666666666 194.1788 322.69235 993.28613 814.2477 5 0.16400777333333333 74.537186 345.0948 528.42175 697.5428 5 0.14558826 558.308 881.57056 949.2794 1021.30945 7 0.13618251666666667 469.91 114.6823 770.84814 336.22235 5 0.11108562333333333 677.6936 246.35988 776.6964 325.45343 7 0.11106531666666668 33.577026 520.7031 1013.0327 1023.4175 ,test/0011.jpg
12,0 0.763069212436676 286.6142883300781 406.5923156738281 554.3621215820312 796.528564453125 7 0.43398956457773846 291.2989196777344 398.8358154296875 553.5172119140625 792.4893798828125 ,test/0012.jpg
13,1 0.9980993270874023 232.26480102539062 307.7740173339844 869.9086303710938 653.0580444335938 1 0.9843345284461975 218.49118041992188 444.1556396484375 535.8880615234375 803.27587890625 1 0.9447638988494873 191.44374084472656 381.4801330566406 476.3119812011719 493.5557556152344 1 0.8780525326728821 489.1262512207031 633.4000244140625 546.5936889648438 676.176025390625 1 0.5112628936767578 202.82412719726562 470.4658508300781 490.3927307128906 509.888916015625 1 0.4663674434026082 181.71246337890625 349.3380126953125 290.2979736328125 395.53045654296875 1 0.31502974033355713 315.3825988769531 327.6328430175781 588.1698608398438 640.60009765625 1 0.16984 305.11267 389.55185 474.052 481.7938 1 0.14819694666666666 262.80972 382.45285 374.5953 480.49417 1 0.14495681666666668 230.19292 356.5727 291.74127 394.9911 1 0.14345970666666666 414.3608 494.10645 476.73856 611.6118 1 0.14141219 191.37747 382.12985 507.94534 660.57007 1 0.13506067666666668 189.96133 376.67172 335.94815 482.56033 ,test/0013.jpg
14,7 0.9992768168449402 11.882887840270996 232.2019805908203 834.8540649414062 880.5916137695312 7 0.9982742071151733 5.145299911499023 125.80474090576172 451.77569580078125 355.6300354003906 0 0.20746471333333336 0.542202 262.7743 126.836945 338.73102 7 0.12022158666666666 10.131577 248.03455 440.08026 819.45776 5 0.10165126000000001 219.35823 220.18292 263.48578 271.74695 0 0.10141990000000001 163.50111 149.53345 245.89525 285.411 ,test/0014.jpg
15,7 0.9992378950119019 287.80242919921875 231.527099609375 793.2044677734375 816.3209838867188 7 0.16791804666666665 288.64673 561.58514 352.06946 637.1591 ,test/0015.jpg
16,2 0.990179717540741 304.85247802734375 375.9888000488281 699.4229736328125 758.9893798828125 ,test/0016.jpg
17,0 0.6081287860870361 147.4034423828125 59.33613204956055 916.3056030273438 961.988525390625 5 0.4536004066467285 94.42159271240234 62.5153923034668 925.0360107421875 895.7953491210938 7 0.43353863557179767 91.12890625 46.478092193603516 931.74267578125 962.666748046875 9 0.2741090655326843 100.3995361328125 56.804725646972656 921.241943359375 959.229248046875 ,test/0017.jpg
18,0 0.7580553293228149 456.87359619140625 402.4824523925781 726.5372314453125 642.88134765625 6 0.6324694156646729 148.4227294921875 147.01376342773438 963.142822265625 819.3451538085938 0 0.5651456514994303 616.938232421875 360.885986328125 763.5607299804688 494.23748779296875 1 0.5097699165344238 159.2584686279297 139.2769775390625 977.7743530273438 827.6626586914062 ,test/0018.jpg
19,1 0.9972435235977173 207.0402069091797 497.67462158203125 335.25201416015625 744.3623657226562 1 0.9969455003738403 459.9533386230469 253.67604064941406 765.5010986328125 654.1016235351562 1 0.9961708188056946 354.7811279296875 596.8577880859375 561.0244140625 807.5018920898438 6 0.9957915544509888 629.4232788085938 53.08695983886719 865.71142578125 334.30889892578125 6 0.9950924515724182 483.0268249511719 127.07066345214844 709.2284545898438 387.7091979980469 1 0.9938353896141052 677.0957641601562 576.7691040039062 955.7804565429688 822.2163696289062 1 0.993808925151825 344.69537353515625 412.0252380371094 540.0376586914062 669.241455078125 1 0.9892421960830688 132.656982421875 762.8509521484375 340.2755126953125 885.7979125976562 1 0.9886354207992554 353.3765563964844 815.0444946289062 535.9061889648438 979.03857421875 1 0.975446879863739 743.544189453125 134.72589111328125 980.606201171875 499.5702209472656 1 0.974811851978302 754.9056396484375 388.4849548339844 942.236572265625 519.947265625 1 0.9648273587226868 544.1066284179688 566.2975463867188 751.3170776367188 665.2966918945312 1 0.8900361061096191 542.378662109375 684.2096557617188 702.66943359375 788.3944091796875 1 0.8863226175308228 665.4448852539062 754.9711303710938 948.5980224609375 930.5634155273438 1 0.8475237488746643 682.6688232421875 774.1873168945312 877.8941040039062 839.1025390625 1 0.8230305910110474 111.2841567993164 667.4512329101562 357.4803771972656 902.8800048828125 1 0.7688013911247253 738.6889038085938 387.9205017089844 964.6646118164062 638.9336547851562 1 0.7621604800224304 130.59011840820312 631.447265625 199.94918823242188 725.0905151367188 1 0.707888126373291 0.5055296421051025 421.3188781738281 224.27236938476562 630.415283203125 1 0.704198956489563 521.2459106445312 730.65576171875 684.244384765625 868.8536376953125 1 0.6753537654876709 861.0596313476562 96.37762451171875 981.4727172851562 224.7836456298828 1 0.6474926471710205 691.2744750976562 224.29635620117188 986.3688354492188 833.0025024414062 1 0.6384443640708923 825.927734375 569.2217407226562 927.7979125976562 624.772705078125 1 0.5748194058736166 744.7861328125 477.6426696777344 950.8656005859375 609.7188720703125 1 0.5581074953079224 915.6320190429688 241.34620666503906 1023.5643310546875 814.7903442382812 1 0.5433592398961385 132.82313537597656 654.8766479492188 180.47100830078125 722.437744140625 1 0.5116641521453857 4.073832988739014 523.8745727539062 215.95562744140625 752.7056274414062 1 0.5111110607782999 118.37525939941406 681.200439453125 342.1656494140625 786.5930786132812 1 0.5100725094477335 204.58206176757812 427.2782287597656 298.3205871582031 535.1610717773438 1 0.40631353855133057 358.5623779296875 837.443115234375 514.9069213867188 940.5670166015625 1 0.3588167031606038 535.268798828125 621.4592895507812 706.1015014648438 816.6981811523438 1 0.3216765522956848 66.34041595458984 581.4598388671875 96.30622100830078 622.9146118164062 1 0.3103903666666667 707.76483 565.6403 939.8753 675.8505 7 0.28390548666666665 203.93576 425.86908 296.38147 534.80927 1 0.26934683322906494 374.0322570800781 793.2244873046875 493.62066650390625 833.8063354492188 1 0.26555035666666665 4.953453 582.9425 179.40863 749.85364 1 0.25416873333333334 139.86862 784.61163 355.04623 987.5455 1 0.24797476666666665 748.8728 299.86954 972.50146 597.83044 0 0.19871107666666665 915.1816 95.3987 947.5014 135.32478 1 0.18783678666666667 0.038108826 740.40375 70.89822 940.71796 0 0.18114496666666668 860.92633 92.54017 977.4183 220.61774 1 0.17007945 349.8157 712.5283 541.353 994.3756 5 0.16250091666666666 136.4342 818.60345 353.63586 990.74835 1 0.15832756 0.0 631.929 134.20029 748.0042 1 0.15055552 74.32539 532.79297 206.75853 639.07056 1 0.14761543333333335 748.5933 459.02243 790.40216 513.4636 1 0.14674709333333333 558.94354 606.06616 722.48065 663.15173 1 0.13363851000000002 158.27922 646.5926 211.11879 720.02484 1 0.12712354333333334 496.52957 594.8436 546.54614 621.10144 1 0.11138256666666667 18.57208 589.0393 75.95046 646.0476 1 0.10940208 597.2036 706.99023 664.79016 753.9531 1 0.10568782666666666 339.25565 385.19037 556.55115 899.1954 2 0.10458594666666667 203.8803 432.27524 290.45715 534.7523 0 0.10262935333333334 879.20483 101.69527 945.6836 194.81401 1 0.10078853333333333 477.61407 164.97208 708.36664 394.06186 ,test/0019.jpg
20,0 0.9685672521591187 436.9551086425781 341.1666259765625 649.8098754882812 672.0407104492188 ,test/0020.jpg
21,0 0.6839736104011536 411.0352478027344 233.9717254638672 627.8782348632812 789.4729614257812 1 0.6793164610862732 374.21063232421875 252.06044006347656 630.9545288085938 793.1112060546875 ,test/0021.jpg
22,2 0.43032220999399823 200.56224060058594 428.759521484375 692.5416870117188 716.0042724609375 7 0.30397091309229535 161.34373474121094 427.55712890625 705.5286865234375 727.7173461914062 1 0.2592889865239461 50.48612594604492 438.6330871582031 891.1027221679688 837.9495239257812 0 0.23078100000000001 39.48822 607.41846 962.2388 832.8146 0 0.19549771000000002 73.58688 421.2092 866.57446 847.59827 7 0.13524883333333335 82.15134 414.94763 827.3313 839.6183 1 0.10614354333333333 146.32019 436.26874 704.21906 737.9671 6 0.10507853333333333 944.2308 927.4272 1022.5827 1022.5878 ,test/0022.jpg
23,3 0.8787798881530762 306.06597900390625 363.6400451660156 739.8651733398438 826.286865234375 7 0.2715492645899455 310.38958740234375 355.9483947753906 735.739990234375 833.5049438476562 0 0.2121193210283915 305.05523681640625 364.1793518066406 739.3082275390625 824.9173583984375 5 0.16265336666666666 560.7981 371.7487 743.7554 699.75415 ,test/0023.jpg
24,7 0.9960380792617798 0.3433225154876709 1.1782383918762207 466.49835205078125 678.1395874023438 2 0.9909076690673828 327.1600036621094 324.85260009765625 606.5126342773438 642.8212890625 7 0.9073547124862671 434.1726379394531 0.43902555108070374 1019.6419067382812 460.9875183105469 5 0.3761221965154012 169.38966369628906 9.230021476745605 302.5632019042969 144.92201232910156 0 0.3478011687596639 417.5078125 3.196312665939331 1024.0 448.5766906738281 0 0.19098486666666667 171.51114 3.9900436 305.08636 144.85349 7 0.17777356666666666 166.74683 0.0 911.0464 676.5183 0 0.17642114666666667 3.0952148 0.0 454.31897 686.6376 0 0.10450999 240.96715 1.1481133 300.37213 90.99126 7 0.10185390666666666 382.2979 1.2715435 472.9593 48.87319 ,test/0024.jpg
25,1 0.9496435523033142 258.35284423828125 555.9676513671875 629.5406494140625 772.6536254882812 0 0.6336143016815186 326.7743225097656 752.587890625 484.3974609375 839.2395629882812 0 0.4700605869293213 482.6109924316406 924.4697875976562 556.4591674804688 967.9532470703125 0 0.322264830271403 257.7030334472656 554.6384887695312 624.4410400390625 772.8245239257812 5 0.171219 341.0904 880.9491 407.23608 919.8728 ,test/0025.jpg
26,4 0.9947908520698547 581.6734619140625 395.9722900390625 690.0440063476562 615.7312622070312 ,test/0026.jpg
27,7 0.9992745518684387 96.10942077636719 402.7480163574219 577.3672485351562 682.4921875 7 0.9991099238395691 548.1568603515625 447.93963623046875 974.8646850585938 753.0603637695312 1 0.7522266507148743 624.5953369140625 26.146684646606445 1022.2919921875 367.699462890625 5 0.7094768285751343 1.0868028402328491 297.94866943359375 120.24082946777344 607.5814819335938 9 0.55088871717453 81.31575012207031 105.12023162841797 392.501708984375 354.7122802734375 5 0.18240102 84.70471 108.64218 387.69147 348.45068 7 0.16283988 838.4387 634.03015 907.55994 694.24097 7 0.14459206666666666 108.19313 428.643 282.5381 523.2116 0 0.11457738333333334 836.6 632.5038 905.28906 692.92566 1 0.11078643333333334 415.69128 23.934875 654.9928 215.88849 ,test/0027.jpg
28,7 0.9967069029808044 460.53839111328125 478.3006896972656 706.0509643554688 701.3235473632812 ,test/0028.jpg
29,7 0.9722855091094971 197.10159301757812 440.6797790527344 420.8683776855469 618.1923217773438 7 0.8401718735694885 271.822998046875 484.91815185546875 753.3444213867188 842.4203491210938 0 0.6673164367675781 293.46282958984375 498.4645080566406 749.2090454101562 838.29541015625 1 0.6284661293029785 439.47113037109375 272.7823791503906 496.01470947265625 322.24676513671875 0 0.27444477876027423 438.3629150390625 273.02459716796875 496.66033935546875 322.02593994140625 ,test/0029.jpg
30,0 0.7297532558441162 197.6925048828125 384.0916748046875 750.0831909179688 703.8118896484375 2 0.6419098377227783 209.64785766601562 384.6540832519531 733.6354370117188 704.690185546875 0 0.6379465460777283 0.0 54.77101516723633 98.75604248046875 115.84142303466797 7 0.4998530447483063 0.0 55.19853210449219 99.97554779052734 114.8968734741211 7 0.3682900369167328 208.9736785888672 380.0135803222656 751.0333862304688 708.3715209960938 1 0.26069525877634686 0.011821802705526352 55.760868072509766 97.23003387451172 114.4897232055664 1 0.12595384333333334 202.41272 389.06073 747.2337 691.01544 ,test/0030.jpg
31,0 0.9762520790100098 369.4311828613281 415.9463806152344 474.853271484375 499.92529296875 5 0.9381138682365417 425.0362243652344 405.5187683105469 754.8657836914062 823.4737548828125 ,test/0031.jpg
32,7 0.9996059536933899 697.8308715820312 146.33360290527344 890.7835083007812 332.2442626953125 1 0.9980503916740417 198.47987365722656 360.2774658203125 592.2250366210938 725.2578735351562 1 0.9944060444831848 281.6251220703125 290.4045715332031 542.8919067382812 516.1104125976562 1 0.9918630719184875 240.53396606445312 618.8784790039062 524.4708862304688 817.4616088867188 1 0.8677786588668823 277.89825439453125 673.7453002929688 445.1182861328125 732.72119140625 1 0.7264719009399414 439.9534912109375 292.61187744140625 503.9415283203125 337.4856872558594 3 0.6202417612075806 843.63671875 404.52032470703125 954.105712890625 656.3098754882812 1 0.5837057828903198 209.58941650390625 288.1297302246094 472.6462097167969 443.84832763671875 1 0.553854743639628 312.9017639160156 286.35009765625 445.5049133300781 322.03155517578125 0 0.4465632736682892 192.0623779296875 302.07904052734375 283.60931396484375 473.79840087890625 7 0.4094347357749939 192.6948699951172 301.948974609375 284.53582763671875 477.0014953613281 1 0.3459761142730713 496.3237609863281 311.90509033203125 559.06591796875 487.6177673339844 1 0.34297581513722736 263.5711975097656 661.4877319335938 513.0086669921875 759.194580078125 1 0.31147412459055585 520.8991088867188 391.0475769042969 552.3706665039062 492.0338134765625 1 0.2704974666666667 500.47885 321.2971 564.95575 433.74594 1 0.25775754333333334 444.2948 291.58472 569.49915 453.65747 1 0.21234164666666666 194.13461 302.63513 286.24915 475.7484 1 0.17459354666666668 234.81744 291.24335 309.17084 422.40076 1 0.1726326 524.02094 396.03186 552.289 466.16333 4 0.16685243333333333 845.3819 405.81882 958.3255 655.8175 7 0.16642669000000002 830.34717 143.90805 887.449 202.8489 1 0.16620593333333333 335.559 288.5831 440.8273 315.3033 1 0.15727414666666667 526.5962 417.03568 593.2462 507.8049 5 0.14594779333333333 844.9828 407.50677 957.43555 654.14557 1 0.14089358999999999 259.5169 397.01477 595.19684 587.49304 1 0.10915781000000001 519.1861 341.659 558.09076 465.16327 1 0.10824592 304.13403 283.00858 492.72815 336.41232 1 0.10421408333333333 279.25452 417.25455 476.69092 526.1431 1 0.10218147333333333 465.47742 312.9931 587.787 441.0072 ,test/0032.jpg
33,3 0.7932684421539307 248.3946075439453 494.7835998535156 726.5989990234375 735.1503295898438 5 0.43832504749298096 252.91079711914062 494.8035888671875 730.3135986328125 737.1050415039062 ,test/0033.jpg
34,0 0.6567549109458923 187.47686767578125 344.0224304199219 931.250732421875 873.05126953125 5 0.2459124525388082 200.61642456054688 350.55426025390625 955.62744140625 859.3875122070312 0 0.15031094333333334 524.13745 633.99854 685.1112 818.655 ,test/0034.jpg
35,7 0.9995360374450684 304.1607360839844 215.01123046875 595.1190795898438 564.8539428710938 7 0.992516815662384 547.4010620117188 340.19110107421875 749.9513549804688 547.30322265625 0 0.4960471987724304 341.4662780761719 870.1547241210938 384.6485290527344 923.2490234375 1 0.3574471076329549 341.71527099609375 871.0536499023438 384.1091613769531 923.7530517578125 5 0.19681033333333334 681.3613 152.74097 945.3109 314.93906 7 0.16909331000000002 976.7393 391.67603 1024.0 450.3496 ,test/0035.jpg
36,5 0.9513566493988037 68.07708740234375 118.66875457763672 927.0394287109375 855.2389526367188 5 0.5748866001764933 399.6722717285156 121.18565368652344 939.285400390625 547.21337890625 9 0.2714812358220418 694.3150634765625 853.9032592773438 1020.9497680664062 1024.0 9 0.13189791666666667 208.27716 0.0 650.7111 76.34639 9 0.11750197333333333 825.86035 854.14954 1022.18225 1023.2372 5 0.11458627333333334 429.31415 329.55814 739.45514 535.7422 7 0.11043672666666667 806.48315 1000.36444 923.8296 1024.0 ,test/0036.jpg
37,9 0.9854676127433777 230.9285888671875 350.1920471191406 771.6109008789062 724.4356079101562 ,test/0037.jpg
38,0 0.8977452516555786 281.6365966796875 524.1104125976562 693.6527099609375 892.7974243164062 5 0.7905464172363281 303.4517517089844 193.96060180664062 742.9984741210938 498.3321228027344 0 0.5166019797325134 115.51802825927734 479.4512023925781 811.2723388671875 935.3678588867188 5 0.4820055365562439 111.3331069946289 465.98480224609375 805.1322021484375 948.8971557617188 0 0.3353812297185262 367.6575012207031 211.9302215576172 741.9923095703125 441.7435607910156 5 0.17873113333333335 291.11346 301.66068 492.4666 504.52603 0 0.11806235666666666 622.651 712.67786 699.77686 866.5928 4 0.10885742333333333 299.45587 285.80692 536.6645 508.09543 7 0.10525939000000001 619.2942 724.2079 697.93335 862.3292 ,test/0038.jpg
